Year,Economy,Economy Label,Flow,Flow Label,US$ at current prices in millions,US$ at current prices in millions Footnote,US$ at current prices in millions Missing value,Percentage of total world,Percentage of total world Footnote,Percentage of total world Missing value
1990,688,"Serbia",02,"Exports",,,"Not applicable",,,"Not applicable"
1990,688,"Serbia",01,"Imports",,,"Not applicable",,,"Not applicable"
1990,891,"Serbia and Montenegro",02,"Exports",,,"Not applicable",,,"Not applicable"
1990,891,"Serbia and Montenegro",01,"Imports",,,"Not applicable",,,"Not applicable"
1990,690,"Seychelles",02,"Exports",57.026,,,0.001631,,
1990,690,"Seychelles",01,"Imports",186.882,,,0.005168,,
1990,694,"Sierra Leone",02,"Exports",137.636,,,0.003936,,
1990,694,"Sierra Leone",01,"Imports",148.65,,,0.004111,,
1990,702,"Singapore",02,"Exports",52729.7,,,1.507854,,
1990,702,"Singapore",01,"Imports",60899.1,,,1.684041,,
1990,534,"Sint Maarten (Dutch part)",02,"Exports",,,"Not applicable",,,"Not applicable"
1990,534,"Sint Maarten (Dutch part)",01,"Imports",,,"Not applicable",,,"Not applicable"
1990,703,"Slovakia",02,"Exports",,,"Not applicable",,,"Not applicable"
1990,703,"Slovakia",01,"Imports",,,"Not applicable",,,"Not applicable"
1990,705,"Slovenia",02,"Exports",,,"Not applicable",,,"Not applicable"
1990,705,"Slovenia",01,"Imports",,,"Not applicable",,,"Not applicable"
1990,090,"Solomon Islands",02,"Exports",70.418,,,0.002014,,
1990,090,"Solomon Islands",01,"Imports",91.463,,,0.002529,,
1990,706,"Somalia",02,"Exports",150.325,,,0.004299,,
1990,706,"Somalia",01,"Imports",394.437,,,0.010907,,
1990,710,"South Africa",02,"Exports",23549,,,0.673405,,
1990,710,"South Africa",01,"Imports",18399,,,0.508787,,
1990,728,"South Sudan",02,"Exports",,,"Not applicable",,,"Not applicable"
1990,728,"South Sudan",01,"Imports",,,"Not applicable",,,"Not applicable"
1990,724,"Spain",02,"Exports",55521.4,,,1.587685,,
1990,724,"Spain",01,"Imports",87554.2,,,2.421134,,
1990,144,"Sri Lanka",02,"Exports",1912.16,,,0.05468,,
1990,144,"Sri Lanka",01,"Imports",2685.01,,,0.074249,,
1990,729,"Sudan",02,"Exports",,,"Not applicable",,,"Not applicable"
1990,729,"Sudan",01,"Imports",,,"Not applicable",,,"Not applicable"
1990,736,"Sudan (...2011)",02,"Exports",374.1,,,0.010698,,
1990,736,"Sudan (...2011)",01,"Imports",618.5,,,0.017103,,
1990,740,"Suriname",02,"Exports",472.269,,,0.013505,,
1990,740,"Suriname",01,"Imports",472,,,0.013052,,
1990,752,"Sweden",02,"Exports",57537.7,,,1.645343,,
1990,752,"Sweden",01,"Imports",54244.6,,,1.500024,,
1990,756,"Switzerland",02,"Exports",63784,,,1.823962,,
1990,756,"Switzerland",01,"Imports",69681,,,1.926887,,
1990,760,"Syrian Arab Republic",02,"Exports",4212.03,,,0.120447,,
1990,760,"Syrian Arab Republic",01,"Imports",2400,,,0.066367,,
1990,762,"Tajikistan",02,"Exports",,,"Not applicable",,,"Not applicable"
1990,762,"Tajikistan",01,"Imports",,,"Not applicable",,,"Not applicable"
1990,764,"Thailand",02,"Exports",23068.3,,,0.659659,,
1990,764,"Thailand",01,"Imports",33045.2,,,0.913798,,
1990,626,"Timor-Leste",02,"Exports",,,"Not applicable",,,"Not applicable"
1990,626,"Timor-Leste",01,"Imports",,,"Not applicable",,,"Not applicable"
1990,768,"Togo",02,"Exports",267.908,,,0.007661,,
1990,768,"Togo",01,"Imports",581.372,,,0.016077,,
1990,776,"Tonga",02,"Exports",11.242,,,0.000321,,
1990,776,"Tonga",01,"Imports",61.86,,,0.001711,,
1990,780,"Trinidad and Tobago",02,"Exports",1960.16,,,0.056053,,
1990,780,"Trinidad and Tobago",01,"Imports",1108.78,,,0.030661,,
1990,788,"Tunisia",02,"Exports",3527.08,,,0.10086,,
1990,788,"Tunisia",01,"Imports",5512.58,,,0.152439,,
1990,792,"Turkiye",02,"Exports",12959.3,,,0.370583,,
1990,792,"Turkiye",01,"Imports",22303.1,,,0.616747,,
1990,795,"Turkmenistan",02,"Exports",,,"Not applicable",,,"Not applicable"
1990,795,"Turkmenistan",01,"Imports",,,"Not applicable",,,"Not applicable"
1990,798,"Tuvalu",02,"Exports",0.15,,,4E-06,,
1990,798,"Tuvalu",01,"Imports",5,,,0.000138,,
1990,800,"Uganda",02,"Exports",152,,,0.004347,,
1990,800,"Uganda",01,"Imports",288,,,0.007964,,
1990,804,"Ukraine",02,"Exports",,,"Not applicable",,,"Not applicable"
1990,804,"Ukraine",01,"Imports",,,"Not applicable",,,"Not applicable"
1990,810,"Union of Soviet Socialist Republics",02,"Exports",103840,"Estimated",,2.9694,"Estimated",
1990,810,"Union of Soviet Socialist Republics",01,"Imports",120880,,,3.342691,,
1990,784,"United Arab Emirates",02,"Exports",23544,,,0.673262,,
1990,784,"United Arab Emirates",01,"Imports",11199,,,0.309686,,
1990,826,"United Kingdom",02,"Exports",185107,,,5.293304,,
1990,826,"United Kingdom",01,"Imports",224416,,,6.20577,,
1990,834,"United Republic of Tanzania",02,"Exports",331.005,,,0.009465,,
1990,834,"United Republic of Tanzania",01,"Imports",1363.63,,,0.037708,,
1990,840,"United States",02,"Exports",393592,,,11.255124,,
1990,840,"United States",01,"Imports",516987,,,14.296228,,
1990,858,"Uruguay",02,"Exports",1692.9,,,0.04841,,
1990,858,"Uruguay",01,"Imports",1342.9,,,0.037135,,
1990,860,"Uzbekistan",02,"Exports",,,"Not applicable",,,"Not applicable"
1990,860,"Uzbekistan",01,"Imports",,,"Not applicable",,,"Not applicable"
1990,548,"Vanuatu",02,"Exports",18.809,,,0.000538,,
1990,548,"Vanuatu",01,"Imports",96,,,0.002655,,
1990,862,"Venezuela (Bolivarian Rep. of)",02,"Exports",17497,,,0.500343,,
1990,862,"Venezuela (Bolivarian Rep. of)",01,"Imports",7335,,,0.202835,,
1990,704,"Viet Nam",02,"Exports",2404.039,,,0.068746,,
1990,704,"Viet Nam",01,"Imports",2752.405,,,0.076112,,
1990,887,"Yemen",02,"Exports",692.378,,,0.019799,,
1990,887,"Yemen",01,"Imports",1570.94,,,0.043441,,
1990,886,"Yemen, Arab Republic",02,"Exports",,,"Not applicable",,,"Not applicable"
1990,886,"Yemen, Arab Republic",01,"Imports",,,"Not applicable",,,"Not applicable"
1990,720,"Yemen, Democratic",02,"Exports",,,"Not applicable",,,"Not applicable"
1990,720,"Yemen, Democratic",01,"Imports",,,"Not applicable",,,"Not applicable"
1990,890,"Yugoslavia, Soc. Fed. Rep. of",02,"Exports",14308,,,0.40915,,
1990,890,"Yugoslavia, Soc. Fed. Rep. of",01,"Imports",18871,,,0.521839,,
1990,894,"Zambia",02,"Exports",1308.58,,,0.03742,,
1990,894,"Zambia",01,"Imports",1255.46,,,0.034717,,
1990,716,"Zimbabwe",02,"Exports",1711.13,,,0.048931,,
1990,716,"Zimbabwe",01,"Imports",1833.35,,,0.050698,,
1990,5600,"Asia and Oceania",02,"Exports",942331.716,,,26.94684,,
1990,5600,"Asia and Oceania",01,"Imports",886524.652,,,24.515042,,
1990,5702,"Northern America and Europe",02,"Exports",2302844.377,,,65.851947,,
1990,5702,"Northern America and Europe",01,"Imports",2503400.148,,,69.226457,,
1990,5706,"Europe, Northern America, Australia and New Zealand",02,"Exports",2351990.617,,,67.257329,,
1990,5706,"Europe, Northern America, Australia and New Zealand",01,"Imports",2554886.098,,,70.650196,,
1990,5703,"Central and Southern Asia",02,"Exports",47033.209,,,1.344958,,
1990,5703,"Central and Southern Asia",01,"Imports",59407.775,,,1.642802,,
1990,5704,"Eastern and South-Eastern Asia",02,"Exports",712688.462,,,20.37998,,
1990,5704,"Eastern and South-Eastern Asia",01,"Imports",665802.819,,,18.411427,,
1990,5705,"Western Asia and Northern Africa",02,"Exports",168195.04,,,4.809691,,
1990,5705,"Western Asia and Northern Africa",01,"Imports",142433.266,,,3.938703,,
1990,1400,"Developing economies",02,"Exports",779378.805,,,22.287052,,
1990,1400,"Developing economies",01,"Imports",736787.936,,,20.374377,,
1990,1410,"Developing economies: Africa",02,"Exports",105716.305,,,3.023055,,
1990,1410,"Developing economies: Africa",01,"Imports",97230.476,,,2.688712,,
1990,1420,"Developing economies: Americas",02,"Exports",146110.304,,,4.178158,,
1990,1420,"Developing economies: Americas",01,"Imports",129092.428,,,3.569789,,
1990,1460,"Developing economies: Asia and Oceania",02,"Exports",527552.196,,,15.085839,,
1990,1460,"Developing economies: Asia and Oceania",01,"Imports",510465.032,,,14.115876,,
1990,1430,"Developing economies: Asia",02,"Exports",524774.082,,,15.006396,,
1990,1430,"Developing economies: Asia",01,"Imports",505368.664,,,13.974946,,
1990,1450,"Developing economies: Oceania",02,"Exports",2778.114,,,0.079443,,
1990,1450,"Developing economies: Oceania",01,"Imports",5096.368,,,0.14093,,
1990,1500,"Developed economies",02,"Exports",2717623.897,,,77.712948,,
1990,1500,"Developed economies",01,"Imports",2879459.768,,,79.625623,,
1990,1520,"Developed economies: Americas",02,"Exports",521758.527,,,14.920164,,
1990,1520,"Developed economies: Americas",01,"Imports",641357.313,,,17.735436,,
1990,1560,"Developed economies: Asia and Oceania",02,"Exports",414779.52,,,11.861001,,
1990,1560,"Developed economies: Asia and Oceania",01,"Imports",376059.62,,,10.399167,,
1990,1530,"Developed economies: Asia",02,"Exports",365633.28,,,10.455619,,
1990,1530,"Developed economies: Asia",01,"Imports",324573.67,,,8.975427,,
1990,1550,"Developed economies: Oceania",02,"Exports",49146.24,,,1.405382,,
1990,1550,"Developed economies: Oceania",01,"Imports",51485.95,,,1.42374,,
1990,1540,"Developed economies: Europe",02,"Exports",1781085.85,,,50.931784,,
1990,1540,"Developed economies: Europe",01,"Imports",1862042.835,,,51.49102,,
1990,1600,"Developing economies excluding China",02,"Exports",717287.805,,,20.511503,,
1990,1600,"Developing economies excluding China",01,"Imports",683442.936,,,18.899229,,
1990,1601,"Developing economies excluding LDCs",02,"Exports",761186.014,,,21.766812,,
1990,1601,"Developing economies excluding LDCs",01,"Imports",710965.666,,,19.660314,,
1990,1610,"LDCs (Least developed countries)",02,"Exports",18123.013,,,0.518244,,
1990,1610,"LDCs (Least developed countries)",01,"Imports",25740.895,,,0.711812,,
1990,1614,"LDCs: Africa",02,"Exports",14574.549,,,0.416773,,
1990,1614,"LDCs: Africa",01,"Imports",17796.004,,,0.492112,,
1990,1612,"LDCs: Asia",02,"Exports",3292.426,,,0.09415,,
1990,1612,"LDCs: Asia",01,"Imports",7416.435,,,0.205086,,
1990,1615,"LDCs: Islands and Haiti",02,"Exports",256.038,,,0.007322,,
1990,1615,"LDCs: Islands and Haiti",01,"Imports",528.457,,,0.014613,,
1990,1620,"LLDCs (Landlocked developing countries)",02,"Exports",10707.836,,,0.3062,,
1990,1620,"LLDCs (Landlocked developing countries)",01,"Imports",15638.991,,,0.432465,,
1990,1640,"SIDS (Small island developing States) (UN-OHRLLS)",02,"Exports",71511.094,,,2.044925,,
1990,1640,"SIDS (Small island developing States) (UN-OHRLLS)",01,"Imports",90196.685,,,2.494206,,
1990,1641,"SIDS: Atlantic and Indian Ocean",02,"Exports",1436.391,,,0.041075,,
1990,1641,"SIDS: Atlantic and Indian Ocean",01,"Imports",2831.461,,,0.078298,,
1990,1642,"SIDS: Caribbean",02,"Exports",14566.888,,,0.416554,,
1990,1642,"SIDS: Caribbean",01,"Imports",21369.757,,,0.590937,,
1990,1643,"SIDS: Pacific",02,"Exports",55507.814,,,1.587297,,
1990,1643,"SIDS: Pacific",01,"Imports",65995.467,,,1.824971,,
1990,2623,"Low-income developing economies",02,"Exports",22545.01,,,0.644695,,
1990,2623,"Low-income developing economies",01,"Imports",30718.074,,,0.849446,,
1990,2622,"Middle-income developing economies",02,"Exports",172531.919,,,4.933708,,
1990,2622,"Middle-income developing economies",01,"Imports",166686.086,,,4.609366,,
1990,2621,"High-income developing economies",02,"Exports",583211.258,,,16.677461,,
1990,2621,"High-income developing economies",01,"Imports",532140.928,,,14.715279,,
1990,2711,"BRICS",02,"Exports",238862.9,,,6.830504,,
1990,2711,"BRICS",01,"Imports",238725.8,,,6.601478,,
1990,3412,"European Union (2020 …)",02,"Exports",1379308.53,,,39.442593,,
1990,3412,"European Union (2020 …)",01,"Imports",1407138.6,,,38.911566,,
1990,3916,"G20 (Group of Twenty)",02,"Exports",2282318.8,,,65.265,,
1990,3916,"G20 (Group of Twenty)",01,"Imports",2344792.135,,,64.840474,,
1990,3919,"G-77 (Group of 77)",02,"Exports",570748.644,,,16.321081,,
1990,3919,"G-77 (Group of 77)",01,"Imports",517608.875,,,14.313424,,
1990,3905,"OECD (Organisation for Economic Cooperation and Development)",02,"Exports",2657015.38,,,75.979792,,
1990,3905,"OECD (Organisation for Economic Cooperation and Development)",01,"Imports",2808010.02,,,77.649825,,
1991,0000,"World",02,"Exports",3517339.786,,,100,,
1991,0000,"World",01,"Imports",3644264.963,,,100,,
1991,5100,"Africa",02,"Exports",99475.678,,,2.828151,,
1991,5100,"Africa",01,"Imports",94640.736,,,2.596977,,
1991,5110,"Northern Africa",02,"Exports",35599.482,,,1.012114,,
1991,5110,"Northern Africa",01,"Imports",33924.163,,,0.930892,,
1991,5120,"Sub-Saharan Africa",02,"Exports",63876.196,,,1.816037,,
1991,5120,"Sub-Saharan Africa",01,"Imports",60716.573,,,1.666086,,
1991,5121,"Eastern Africa",02,"Exports",7122.028,,,0.202483,,
1991,5121,"Eastern Africa",01,"Imports",14044.683,,,0.385391,,
1991,5122,"Middle Africa",02,"Exports",10528.903,,,0.299343,,
1991,5122,"Middle Africa",01,"Imports",5692.671,,,0.156209,,
1991,5123,"Southern Africa",02,"Exports",26993.83,,,0.76745,,
1991,5123,"Southern Africa",01,"Imports",23443.863,,,0.643308,,
1991,5124,"Western Africa",02,"Exports",19231.435,,,0.546761,,
1991,5124,"Western Africa",01,"Imports",17535.356,,,0.481177,,
1991,5200,"Americas",02,"Exports",694188.35,,,19.736175,,
1991,5200,"Americas",01,"Imports",780826.666,,,21.426177,,
1991,5210,"Northern America",02,"Exports",549312.875,,,15.617282,,
1991,5210,"Northern America",01,"Imports",634144.175,,,17.401154,,
1991,5220,"Latin America and the Caribbean",02,"Exports",144875.475,,,4.118893,,
1991,5220,"Latin America and the Caribbean",01,"Imports",146682.491,,,4.025023,,
1991,5221,"Caribbean",02,"Exports",12161.328,,,0.345754,,
1991,5221,"Caribbean",01,"Imports",19621.921,,,0.538433,,
1991,5222,"Central America",02,"Exports",47775.231,,,1.358277,,
1991,5222,"Central America",01,"Imports",60656.844,,,1.664447,,
1991,5223,"South America",02,"Exports",84938.916,,,2.414862,,
1991,5223,"South America",01,"Imports",66403.726,,,1.822143,,
1991,5300,"Asia",02,"Exports",967984.596,,,27.520361,,
1991,5300,"Asia",01,"Imports",913458.673,,,25.065649,,
1991,5330,"Eastern Asia",02,"Exports",637694.1,,,18.130011,,
1991,5330,"Eastern Asia",01,"Imports",554223.8,,,15.208109,,
1991,5350,"South-eastern Asia",02,"Exports",165586.472,,,4.707719,,
1991,5350,"South-eastern Asia",01,"Imports",183991.122,,,5.048786,,
1991,5320,"Southern Asia",02,"Exports",47176.765,,,1.341263,,
1991,5320,"Southern Asia",01,"Imports",64703.891,,,1.775499,,
1991,5340,"Western Asia",02,"Exports",117527.26,,,3.341368,,
1991,5340,"Western Asia",01,"Imports",110539.86,,,3.033255,,
1991,5400,"Europe",02,"Exports",1701271.44,,,48.368129,,
1991,5400,"Europe",01,"Imports",1799838.833,,,49.388254,,
1991,5410,"Eastern Europe",02,"Exports",89879,,,2.555312,,
1991,5410,"Eastern Europe",01,"Imports",93481.4,,,2.565165,,
1991,5420,"Northern Europe",02,"Exports",361721.77,,,10.283959,,
1991,5420,"Northern Europe",01,"Imports",364406.86,,,9.999461,,
1991,5430,"Southern Europe",02,"Exports",268415.54,,,7.631209,,
1991,5430,"Southern Europe",01,"Imports",341294.879,,,9.36526,,
1991,5440,"Western Europe",02,"Exports",981255.13,,,27.89765,,
1991,5440,"Western Europe",01,"Imports",1000655.694,,,27.458368,,
1991,5500,"Oceania",02,"Exports",54419.722,,,1.547184,,
1991,5500,"Oceania",01,"Imports",55500.055,,,1.522942,,
1991,0001,"Individual economies",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,0001,"Individual economies",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,004,"Afghanistan",02,"Exports",189,,,0.005373,,
1991,004,"Afghanistan",01,"Imports",443,,,0.012156,,
1991,008,"Albania",02,"Exports",100,,,0.002843,,
1991,008,"Albania",01,"Imports",410,,,0.011251,,
1991,012,"Algeria",02,"Exports",12440,,,0.353676,,
1991,012,"Algeria",01,"Imports",7770,,,0.213212,,
1991,016,"American Samoa",02,"Exports",326.8,,,0.009291,,
1991,016,"American Samoa",01,"Imports",371.9,,,0.010205,,
1991,024,"Angola",02,"Exports",3410,,,0.096948,,
1991,024,"Angola",01,"Imports",1347,,,0.036962,,
1991,028,"Antigua and Barbuda",02,"Exports",49.5,,,0.001407,,
1991,028,"Antigua and Barbuda",01,"Imports",295.141,,,0.008099,,
1991,032,"Argentina",02,"Exports",11977.8,,,0.340536,,
1991,032,"Argentina",01,"Imports",8275.271,,,0.227077,,
1991,051,"Armenia",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,051,"Armenia",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,533,"Aruba",02,"Exports",878.771,,,0.024984,,
1991,533,"Aruba",01,"Imports",1402.849,,,0.038495,,
1991,036,"Australia",02,"Exports",41853.6,,,1.189922,,
1991,036,"Australia",01,"Imports",41647.8,,,1.142831,,
1991,040,"Austria",02,"Exports",41111,,,1.168809,,
1991,040,"Austria",01,"Imports",50788.2,,,1.393647,,
1991,031,"Azerbaijan",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,031,"Azerbaijan",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,044,"Bahamas",02,"Exports",225.08,,,0.006399,,
1991,044,"Bahamas",01,"Imports",1091.12,,,0.029941,,
1991,048,"Bahrain",02,"Exports",3510.88,,,0.099816,,
1991,048,"Bahrain",01,"Imports",4114.89,,,0.112914,,
1991,050,"Bangladesh",02,"Exports",1688.84,,,0.048015,,
1991,050,"Bangladesh",01,"Imports",3411.91,,,0.093624,,
1991,052,"Barbados",02,"Exports",207.372,,,0.005896,,
1991,052,"Barbados",01,"Imports",698.86,,,0.019177,,
1991,112,"Belarus",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,112,"Belarus",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,056,"Belgium",02,"Exports",118199,,,3.360466,,
1991,056,"Belgium",01,"Imports",120182,,,3.297839,,
1991,084,"Belize",02,"Exports",119.637,,,0.003401,,
1991,084,"Belize",01,"Imports",256.25,,,0.007032,,
1991,204,"Benin",02,"Exports",330,,,0.009382,,
1991,204,"Benin",01,"Imports",241.23,,,0.006619,,
1991,060,"Bermuda",02,"Exports",48.745,,,0.001386,,
1991,060,"Bermuda",01,"Imports",510,,,0.013995,,
1991,064,"Bhutan",02,"Exports",63.195,,,0.001797,,
1991,064,"Bhutan",01,"Imports",83.091,,,0.00228,,
1991,068,"Bolivia (Plurinational State of)",02,"Exports",848.575,,,0.024125,,
1991,068,"Bolivia (Plurinational State of)",01,"Imports",969.5,,,0.026603,,
1991,535,"Bonaire, Sint Eustatius and Saba",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,535,"Bonaire, Sint Eustatius and Saba",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,070,"Bosnia and Herzegovina",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,070,"Bosnia and Herzegovina",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,072,"Botswana",02,"Exports",1843.28,,,0.052406,,
1991,072,"Botswana",01,"Imports",1940.78,,,0.053256,,
1991,076,"Brazil",02,"Exports",31620.4,,,0.898986,,
1991,076,"Brazil",01,"Imports",22946.9,,,0.629672,,
1991,092,"British Virgin Islands",02,"Exports",13,"Estimated",,0.00037,"Estimated",
1991,092,"British Virgin Islands",01,"Imports",105,"Estimated",,0.002881,"Estimated",
1991,096,"Brunei Darussalam",02,"Exports",2682,,,0.076251,,
1991,096,"Brunei Darussalam",01,"Imports",1208,,,0.033148,,
1991,100,"Bulgaria",02,"Exports",3760,"Estimated",,0.106899,"Estimated",
1991,100,"Bulgaria",01,"Imports",3790,"Estimated",,0.103999,"Estimated",
1991,854,"Burkina Faso",02,"Exports",105.96,,,0.003013,,
1991,854,"Burkina Faso",01,"Imports",532.617,,,0.014615,,
1991,108,"Burundi",02,"Exports",90.777,,,0.002581,,
1991,108,"Burundi",01,"Imports",255.26,,,0.007004,,
1991,132,"Cabo Verde",02,"Exports",6,,,0.000171,,
1991,132,"Cabo Verde",01,"Imports",146.603,,,0.004023,,
1991,116,"Cambodia",02,"Exports",213,,,0.006056,,
1991,116,"Cambodia",01,"Imports",245,"Break",,0.006723,"Break",
1991,120,"Cameroon",02,"Exports",1834.02,,,0.052142,,
1991,120,"Cameroon",01,"Imports",1173.17,,,0.032192,,
1991,124,"Canada",02,"Exports",127163,,,3.615317,,
1991,124,"Canada",01,"Imports",124782,,,3.424065,,
1991,136,"Cayman Islands",02,"Exports",16,"Estimated",,0.000455,"Estimated",
1991,136,"Cayman Islands",01,"Imports",267,"Estimated",,0.007327,"Estimated",
1991,140,"Central African Republic",02,"Exports",126,,,0.003582,,
1991,140,"Central African Republic",01,"Imports",92.823,,,0.002547,,
1991,148,"Chad",02,"Exports",194,,,0.005516,,
1991,148,"Chad",01,"Imports",249,,,0.006833,,
1991,152,"Chile",02,"Exports",8941.5,,,0.254212,,
1991,152,"Chile",01,"Imports",8170.89,,,0.224212,,
1991,156,"China",02,"Exports",71910,,,2.044443,,
1991,156,"China",01,"Imports",63791,,,1.750449,,
1991,344,"China, Hong Kong SAR",02,"Exports",98659,,,2.804932,,
1991,344,"China, Hong Kong SAR",01,"Imports",103883,,,2.850589,,
1991,446,"China, Macao SAR",02,"Exports",1665,,,0.047337,,
1991,446,"China, Macao SAR",01,"Imports",1852,,,0.05082,,
1991,158,"China, Taiwan Province of",02,"Exports",76489,,,2.174626,,
1991,158,"China, Taiwan Province of",01,"Imports",63053,,,1.730198,,
1991,170,"Colombia",02,"Exports",7113.7,,,0.202247,,
1991,170,"Colombia",01,"Imports",4958.8,,,0.136071,,
1991,174,"Comoros",02,"Exports",24.913,,,0.000708,,
1991,174,"Comoros",01,"Imports",58.131,,,0.001595,,
1991,178,"Congo",02,"Exports",1029.75,,,0.029276,,
1991,178,"Congo",01,"Imports",594.399,,,0.016311,,
1991,184,"Cook Islands",02,"Exports",5.46,,,0.000155,,
1991,184,"Cook Islands",01,"Imports",40.421,,,0.001109,,
1991,188,"Costa Rica",02,"Exports",1597.7,,,0.045424,,
1991,188,"Costa Rica",01,"Imports",1876.6,,,0.051495,,
1991,384,"Cote d'Ivoire",02,"Exports",2686.07,,,0.076367,,
1991,384,"Cote d'Ivoire",01,"Imports",2103.35,,,0.057717,,
1991,191,"Croatia",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,191,"Croatia",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,192,"Cuba",02,"Exports",2800,"Estimated",,0.079606,"Estimated",
1991,192,"Cuba",01,"Imports",2600,"Estimated",,0.071345,"Estimated",
1991,531,"Curacao",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,531,"Curacao",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,196,"Cyprus",02,"Exports",964.411,,,0.027419,,
1991,196,"Cyprus",01,"Imports",2620.6,,,0.07191,,
1991,203,"Czechia",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,203,"Czechia",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,200,"Czechoslovakia",02,"Exports",11460,"Estimated",,0.325814,"Estimated",
1991,200,"Czechoslovakia",01,"Imports",10680,"Estimated",,0.293063,"Estimated",
1991,408,"Dem. People's Rep. of Korea",02,"Exports",1960,"Estimated",,0.055724,"Estimated",
1991,408,"Dem. People's Rep. of Korea",01,"Imports",2760,"Estimated",,0.075735,"Estimated",
1991,180,"Dem. Rep. of the Congo",02,"Exports",1649,,,0.046882,,
1991,180,"Dem. Rep. of the Congo",01,"Imports",1304,,,0.035782,,
1991,278,"Democratic Republic of Germany",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,278,"Democratic Republic of Germany",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,208,"Denmark",02,"Exports",37824,,,1.075358,,
1991,208,"Denmark",01,"Imports",34190,,,0.938186,,
1991,262,"Djibouti",02,"Exports",17,,,0.000483,,
1991,262,"Djibouti",01,"Imports",214,,,0.005872,,
1991,212,"Dominica",02,"Exports",54.239,,,0.001542,,
1991,212,"Dominica",01,"Imports",109.621,,,0.003008,,
1991,214,"Dominican Republic",02,"Exports",2449,,,0.069626,,
1991,214,"Dominican Republic",01,"Imports",3054,,,0.083803,,
1991,218,"Ecuador",02,"Exports",2851.5,,,0.08107,,
1991,218,"Ecuador",01,"Imports",2397.4,,,0.065786,,
1991,818,"Egypt",02,"Exports",3659,,,0.104027,,
1991,818,"Egypt",01,"Imports",7861.8,,,0.215731,,
1991,222,"El Salvador",02,"Exports",588,,,0.016717,,
1991,222,"El Salvador",01,"Imports",1516.28,,,0.041607,,
1991,226,"Equatorial Guinea",02,"Exports",37.35,,,0.001062,,
1991,226,"Equatorial Guinea",01,"Imports",67.24,,,0.001845,,
1991,232,"Eritrea",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,232,"Eritrea",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,233,"Estonia",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,233,"Estonia",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,748,"Eswatini",02,"Exports",590.817,,,0.016797,,
1991,748,"Eswatini",01,"Imports",715.004,,,0.01962,,
1991,231,"Ethiopia",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,231,"Ethiopia",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,230,"Ethiopia (...1991)",02,"Exports",188.638,,,0.005363,,
1991,230,"Ethiopia (...1991)",01,"Imports",471.884,,,0.012949,,
1991,238,"Falkland Islands (Malvinas)",02,"Exports",17.94,"Estimated",,0.00051,"Estimated",
1991,238,"Falkland Islands (Malvinas)",01,"Imports",42.39,"Estimated",,0.001163,"Estimated",
1991,234,"Faroe Islands",02,"Exports",435,,,0.012367,,
1991,234,"Faroe Islands",01,"Imports",303,,,0.008314,,
1991,280,"Federal Republic of Germany",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,280,"Federal Republic of Germany",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,242,"Fiji",02,"Exports",450,,,0.012794,,
1991,242,"Fiji",01,"Imports",652,,,0.017891,,
1991,246,"Finland",02,"Exports",23079.9,,,0.656175,,
1991,246,"Finland",01,"Imports",21808.7,,,0.598439,,
1991,250,"France",02,"Exports",217683,,,6.188853,,
1991,250,"France",01,"Imports",238035.864,,,6.531794,,
1991,254,"French Guiana",02,"Exports",70,,,0.00199,,
1991,254,"French Guiana",01,"Imports",769.864,,,0.021125,,
1991,258,"French Polynesia",02,"Exports",128,,,0.003639,,
1991,258,"French Polynesia",01,"Imports",913,,,0.025053,,
1991,266,"Gabon",02,"Exports",2242.77,,,0.063763,,
1991,266,"Gabon",01,"Imports",834.435,,,0.022897,,
1991,270,"Gambia",02,"Exports",38.476,,,0.001094,,
1991,270,"Gambia",01,"Imports",204.084,,,0.0056,,
1991,268,"Georgia",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,268,"Georgia",01,"Imports",,,"Not applicable",,,"Not applicable"
