Year,Series,Series Label,Economy,Economy Label,Flow,Flow Label,US$ at current prices in millions,US$ at current prices in millions Footnote,US$ at current prices in millions Missing value,Percentage of total trade in goods and services,Percentage of total trade in goods and services Footnote,Percentage of total trade in goods and services Missing value
2017,2102,"Total trade in services",710,"South Africa",01,"Imports",16601.914,,,16.62855,,
2017,2102,"Total trade in services",728,"South Sudan",02,"Exports",195.492,,,8.23151,,
2017,2102,"Total trade in services",728,"South Sudan",01,"Imports",558.6,,,29.14643,,
2017,2102,"Total trade in services",724,"Spain",02,"Exports",143650,,,31.18275,,
2017,2102,"Total trade in services",724,"Spain",01,"Imports",71425.222,,,17.28219,,
2017,2102,"Total trade in services",144,"Sri Lanka",02,"Exports",7723.762,,,40.47207,,
2017,2102,"Total trade in services",144,"Sri Lanka",01,"Imports",6519.413,"Estimated",,24.2814,"Estimated",
2017,2102,"Total trade in services",275,"State of Palestine",02,"Exports",609.672,,,24.0407,,
2017,2102,"Total trade in services",275,"State of Palestine",01,"Imports",1590.831,,,18.70815,,
2017,2102,"Total trade in services",729,"Sudan",02,"Exports",1780.12,,,30.27147,,
2017,2102,"Total trade in services",729,"Sudan",01,"Imports",1595.4,,,16.25355,,
2017,2102,"Total trade in services",736,"Sudan (...2011)",02,"Exports",,,"Not applicable",,,"Not applicable"
2017,2102,"Total trade in services",736,"Sudan (...2011)",01,"Imports",,,"Not applicable",,,"Not applicable"
2017,2102,"Total trade in services",740,"Suriname",02,"Exports",158.35,,,7.38797,,
2017,2102,"Total trade in services",740,"Suriname",01,"Imports",569.314,,,31.98728,,
2017,2102,"Total trade in services",752,"Sweden",02,"Exports",74363.242,,,31.01599,,
2017,2102,"Total trade in services",752,"Sweden",01,"Imports",69991.141,,,31.22449,,
2017,2102,"Total trade in services",756,"Switzerland",02,"Exports",128585.884,,,28.12115,,
2017,2102,"Total trade in services",756,"Switzerland",01,"Imports",135236.701,,,33.8614,,
2017,2102,"Total trade in services",760,"Syrian Arab Republic",02,"Exports",420,"Estimated",,14.11708,"Estimated",
2017,2102,"Total trade in services",760,"Syrian Arab Republic",01,"Imports",1140,"Estimated",,15.63078,"Estimated",
2017,2102,"Total trade in services",762,"Tajikistan",02,"Exports",252.001,,,24.30007,,
2017,2102,"Total trade in services",762,"Tajikistan",01,"Imports",374.186,,,13.53829,,
2017,2102,"Total trade in services",764,"Thailand",02,"Exports",70964.14,,,23.7461,,
2017,2102,"Total trade in services",764,"Thailand",01,"Imports",46668.374,,,19.71494,,
2017,2102,"Total trade in services",626,"Timor-Leste",02,"Exports",93.202,,,84.80946,,
2017,2102,"Total trade in services",626,"Timor-Leste",01,"Imports",441.591,,,39.33043,,
2017,2102,"Total trade in services",768,"Togo",02,"Exports",569.994,,,36.67978,,
2017,2102,"Total trade in services",768,"Togo",01,"Imports",428.216,,,20.77586,,
2017,2102,"Total trade in services",772,"Tokelau",02,"Exports",,,"No value reported or collected",,,"No value reported or collected"
2017,2102,"Total trade in services",772,"Tokelau",01,"Imports",,,"No value reported or collected",,,"No value reported or collected"
2017,2102,"Total trade in services",776,"Tonga",02,"Exports",81.219,,,79.62275,,
2017,2102,"Total trade in services",776,"Tonga",01,"Imports",96.95,,,31.99376,,
2017,2102,"Total trade in services",780,"Trinidad and Tobago",02,"Exports",979.938,,,9.22369,,
2017,2102,"Total trade in services",780,"Trinidad and Tobago",01,"Imports",3092.113,,,32.40178,,
2017,2102,"Total trade in services",788,"Tunisia",02,"Exports",3273.753,,,18.70395,,
2017,2102,"Total trade in services",788,"Tunisia",01,"Imports",3049.733,,,13.41771,,
2017,2102,"Total trade in services",792,"Turkiye",02,"Exports",59115,,,26.66874,,
2017,2102,"Total trade in services",792,"Turkiye",01,"Imports",27488,,,11.51571,,
2017,2102,"Total trade in services",795,"Turkmenistan",02,"Exports",3616.166,"Estimated",,30.80084,"Estimated",
2017,2102,"Total trade in services",795,"Turkmenistan",01,"Imports",4846.746,"Estimated",,54.38788,"Estimated",
2017,2102,"Total trade in services",796,"Turks and Caicos Islands",02,"Exports",600.273,,,99.28397,,
2017,2102,"Total trade in services",796,"Turks and Caicos Islands",01,"Imports",66.422,,,15.22487,,
2017,2102,"Total trade in services",798,"Tuvalu",02,"Exports",8.244,,,95.41018,,
2017,2102,"Total trade in services",798,"Tuvalu",01,"Imports",38.602,,,66.14031,,
2017,2102,"Total trade in services",800,"Uganda",02,"Exports",1645.594,,,35.18043,,
2017,2102,"Total trade in services",800,"Uganda",01,"Imports",2067.067,,,29.91581,,
2017,2102,"Total trade in services",804,"Ukraine",02,"Exports",14243,,,26.40331,,
2017,2102,"Total trade in services",804,"Ukraine",01,"Imports",13324,,,21.25447,,
2017,2102,"Total trade in services",784,"United Arab Emirates",02,"Exports",70507.828,,,18.35881,,
2017,2102,"Total trade in services",784,"United Arab Emirates",01,"Imports",71806.671,,,22.56999,,
2017,2102,"Total trade in services",826,"United Kingdom",02,"Exports",391204.357,,,47.19369,,
2017,2102,"Total trade in services",826,"United Kingdom",01,"Imports",247027.934,,,28.56444,,
2017,2102,"Total trade in services",834,"United Republic of Tanzania",02,"Exports",3831.777,,,56.33801,,
2017,2102,"Total trade in services",834,"United Republic of Tanzania",01,"Imports",2001.355,,,21.53292,,
2017,2102,"Total trade in services",840,"United States",02,"Exports",837474,,,34.97524,,
2017,2102,"Total trade in services",840,"United States",01,"Imports",555070,,,19.06529,,
2017,2102,"Total trade in services",858,"Uruguay",02,"Exports",5723.302,,,36.26956,,
2017,2102,"Total trade in services",858,"Uruguay",01,"Imports",4201.938,,,31.43508,,
2017,2102,"Total trade in services",860,"Uzbekistan",02,"Exports",2250.686,,,24.59151,,
2017,2102,"Total trade in services",860,"Uzbekistan",01,"Imports",4092.826,,,24.85676,,
2017,2102,"Total trade in services",548,"Vanuatu",02,"Exports",316.009,,,83.92422,,
2017,2102,"Total trade in services",548,"Vanuatu",01,"Imports",197.638,,,38.43363,,
2017,2102,"Total trade in services",862,"Venezuela (Bolivarian Rep. of)",02,"Exports",937.92,"Estimated",,2.77988,"Estimated",
2017,2102,"Total trade in services",862,"Venezuela (Bolivarian Rep. of)",01,"Imports",7489.901,"Estimated",,40.26247,"Estimated",
2017,2102,"Total trade in services",704,"Viet Nam",02,"Exports",13060.4,,,5.72374,,
2017,2102,"Total trade in services",704,"Viet Nam",01,"Imports",16770,,,7.58676,,
2017,2102,"Total trade in services",876,"Wallis and Futuna Islands",02,"Exports",,,"No value reported or collected",,,"No value reported or collected"
2017,2102,"Total trade in services",876,"Wallis and Futuna Islands",01,"Imports",,,"No value reported or collected",,,"No value reported or collected"
2017,2102,"Total trade in services",887,"Yemen",02,"Exports",237.01,"Estimated",,34.37869,"Estimated",
2017,2102,"Total trade in services",887,"Yemen",01,"Imports",1246.328,"Estimated",,22.8377,"Estimated",
2017,2102,"Total trade in services",894,"Zambia",02,"Exports",864.94,,,9.69181,,
2017,2102,"Total trade in services",894,"Zambia",01,"Imports",1474.252,,,16.88793,,
2017,2102,"Total trade in services",716,"Zimbabwe",02,"Exports",476.619,,,9.86867,,
2017,2102,"Total trade in services",716,"Zimbabwe",01,"Imports",1130.679,,,17.12455,,
2017,2102,"Total trade in services",0002,"Special economies",02,"Exports",,,"Not applicable",,,"Not applicable"
2017,2102,"Total trade in services",0002,"Special economies",01,"Imports",,,"Not applicable",,,"Not applicable"
2017,2102,"Total trade in services",251,"France including French Guiana, Guadeloupe, Martinique, Mayotte, Monaco and Reunion",02,"Exports",274434.578,,,33.54072,,
2017,2102,"Total trade in services",251,"France including French Guiana, Guadeloupe, Martinique, Mayotte, Monaco and Reunion",01,"Imports",246817.262,,,28.76437,,
2017,2102,"Total trade in services",579,"Norway including Svalbard and Jan Mayen Islands",02,"Exports",40546.768,,,28.11274,,
2017,2102,"Total trade in services",579,"Norway including Svalbard and Jan Mayen Islands",01,"Imports",49839.244,,,38.21849,,
2017,2102,"Total trade in services",757,"Switzerland including Liechtenstein",02,"Exports",128585.884,,,36.37166,,
2017,2102,"Total trade in services",757,"Switzerland including Liechtenstein",01,"Imports",135236.701,,,41.08722,,
2017,2102,"Total trade in services",926,"United Kingdom including Channel Islands and Isle of Man",02,"Exports",391204.357,,,47.19369,,
2017,2102,"Total trade in services",926,"United Kingdom including Channel Islands and Isle of Man",01,"Imports",247027.934,,,28.56444,,
2017,2102,"Total trade in services",842,"United States of America including Puerto Rico and United States Virgin Islands",02,"Exports",837474,,,35.2959,,
2017,2102,"Total trade in services",842,"United States of America including Puerto Rico and United States Virgin Islands",01,"Imports",555070,,,19.14874,,
2017,2102,"Total trade in services",5600,"Asia and Oceania",02,"Exports",1663346.585,,,18.14173,,
2017,2102,"Total trade in services",5600,"Asia and Oceania",01,"Imports",1937399.607,,,22.42309,,
2017,2102,"Total trade in services",5702,"Northern America and Europe",02,"Exports",3602662.746,,,29.79903,,
2017,2102,"Total trade in services",5702,"Northern America and Europe",01,"Imports",3044170.928,,,25.55333,,
2017,2102,"Total trade in services",5706,"Europe, Northern America, Australia and New Zealand",02,"Exports",3685097.546,,,29.61822,,
2017,2102,"Total trade in services",5706,"Europe, Northern America, Australia and New Zealand",01,"Imports",3126493.128,,,25.5099,,
2017,2102,"Total trade in services",5703,"Central and Southern Asia",02,"Exports",231395.537,,,30.04431,,
2017,2102,"Total trade in services",5703,"Central and Southern Asia",01,"Imports",224521.482,,,23.73644,,
2017,2102,"Total trade in services",5704,"Eastern and South-Eastern Asia",02,"Exports",1058432.255,,,15.75637,,
2017,2102,"Total trade in services",5704,"Eastern and South-Eastern Asia",01,"Imports",1281223.735,,,20.91813,,
2017,2102,"Total trade in services",5705,"Western Asia and Northern Africa",02,"Exports",331496.39,,,22.51384,,
2017,2102,"Total trade in services",5705,"Western Asia and Northern Africa",01,"Imports",392227.306,,,27.33267,,
2017,2102,"Total trade in services",1400,"Developing economies",02,"Exports",1554769.019,,,17.52409,,
2017,2102,"Total trade in services",1400,"Developing economies",01,"Imports",1902870.86,,,22.04856,,
2017,2102,"Total trade in services",1410,"Developing economies: Africa",02,"Exports",110361.331,,,20.72365,,
2017,2102,"Total trade in services",1410,"Developing economies: Africa",01,"Imports",159524.156,,,24.70399,,
2017,2102,"Total trade in services",1420,"Developing economies: Americas",02,"Exports",200494.268,,,17.02461,,
2017,2102,"Total trade in services",1420,"Developing economies: Americas",01,"Imports",245475.772,,,19.93562,,
2017,2102,"Total trade in services",1460,"Developing economies: Asia and Oceania",02,"Exports",1243913.42,,,17.36831,,
2017,2102,"Total trade in services",1460,"Developing economies: Asia and Oceania",01,"Imports",1497870.933,,,22.17991,,
2017,2102,"Total trade in services",1430,"Developing economies: Asia",02,"Exports",1239188.293,,,17.34611,,
2017,2102,"Total trade in services",1430,"Developing economies: Asia",01,"Imports",1492653.114,,,22.16396,,
2017,2102,"Total trade in services",1450,"Developing economies: Oceania",02,"Exports",4725.128,,,26.1451,,
2017,2102,"Total trade in services",1450,"Developing economies: Oceania",01,"Imports",5217.819,,,27.92845,,
2017,2102,"Total trade in services",1500,"Developed economies",02,"Exports",4022095.911,,,28.53256,,
2017,2102,"Total trade in services",1500,"Developed economies",01,"Imports",3483699.602,,,25.24432,,
2017,2102,"Total trade in services",1520,"Developed economies: Americas",02,"Exports",933462.3,,,32.02068,,
2017,2102,"Total trade in services",1520,"Developed economies: Americas",01,"Imports",667912.158,,,19.2527,,
2017,2102,"Total trade in services",1560,"Developed economies: Asia and Oceania",02,"Exports",419433.165,,,20.90217,,
2017,2102,"Total trade in services",1560,"Developed economies: Asia and Oceania",01,"Imports",439528.674,,,23.29343,,
2017,2102,"Total trade in services",1530,"Developed economies: Asia",02,"Exports",336998.365,,,20.36837,,
2017,2102,"Total trade in services",1530,"Developed economies: Asia",01,"Imports",357206.474,,,23.1361,,
2017,2102,"Total trade in services",1550,"Developed economies: Oceania",02,"Exports",82434.8,,,23.41031,,
2017,2102,"Total trade in services",1550,"Developed economies: Oceania",01,"Imports",82322.2,,,24.00161,,
2017,2102,"Total trade in services",1540,"Developed economies: Europe",02,"Exports",2669200.446,,,29.09312,,
2017,2102,"Total trade in services",1540,"Developed economies: Europe",01,"Imports",2376258.77,,,28.14197,,
2017,2102,"Total trade in services",1600,"Developing economies excluding China",02,"Exports",1326678.726,,,20.63945,,
2017,2102,"Total trade in services",1600,"Developing economies excluding China",01,"Imports",1435281.489,,,22.3477,,
2017,2102,"Total trade in services",1601,"Developing economies excluding LDCs",02,"Exports",1515967.742,,,17.50306,,
2017,2102,"Total trade in services",1601,"Developing economies excluding LDCs",01,"Imports",1834136.054,,,22.02804,,
2017,2102,"Total trade in services",1610,"LDCs (Least developed countries)",02,"Exports",38639.554,,,18.37292,,
2017,2102,"Total trade in services",1610,"LDCs (Least developed countries)",01,"Imports",68524.97,,,22.63357,,
2017,2102,"Total trade in services",1614,"LDCs: Africa",02,"Exports",22282.449,,,17.23042,,
2017,2102,"Total trade in services",1614,"LDCs: Africa",01,"Imports",47371.157,,,27.84711,,
2017,2102,"Total trade in services",1612,"LDCs: Asia",02,"Exports",15277.283,,,19.49212,,
2017,2102,"Total trade in services",1612,"LDCs: Asia",01,"Imports",19350.952,,,15.44783,,
2017,2102,"Total trade in services",1615,"LDCs: Islands and Haiti",02,"Exports",1079.822,,,41.37326,,
2017,2102,"Total trade in services",1615,"LDCs: Islands and Haiti",01,"Imports",1802.861,,,24.42894,,
2017,2102,"Total trade in services",1620,"LLDCs (Landlocked developing countries)",02,"Exports",41356.855,,,20.18247,,
2017,2102,"Total trade in services",1620,"LLDCs (Landlocked developing countries)",01,"Imports",63278.821,,,25.58076,,
2017,2102,"Total trade in services",1640,"SIDS (Small island developing States) (UN-OHRLLS)",02,"Exports",230927.916,,,33.32458,,
2017,2102,"Total trade in services",1640,"SIDS (Small island developing States) (UN-OHRLLS)",01,"Imports",214674.805,,,34.97097,,
2017,2102,"Total trade in services",1641,"SIDS: Atlantic and Indian Ocean",02,"Exports",9553.952,,,71.50382,,
2017,2102,"Total trade in services",1641,"SIDS: Atlantic and Indian Ocean",01,"Imports",5879.042,,,34.90017,,
2017,2102,"Total trade in services",1642,"SIDS: Caribbean",02,"Exports",43056.784,,,60.16631,,
2017,2102,"Total trade in services",1642,"SIDS: Caribbean",01,"Imports",20935.437,,,26.5547,,
2017,2102,"Total trade in services",1643,"SIDS: Pacific",02,"Exports",178317.18,,,29.32649,,
2017,2102,"Total trade in services",1643,"SIDS: Pacific",01,"Imports",187860.326,,,36.25376,,
2017,2102,"Total trade in services",2623,"Low-income developing economies",02,"Exports",32486.011,,,23.77705,,
2017,2102,"Total trade in services",2623,"Low-income developing economies",01,"Imports",51199.752,,,20.27252,,
2017,2102,"Total trade in services",2622,"Middle-income developing economies",02,"Exports",411178.7,,,23.88008,,
2017,2102,"Total trade in services",2622,"Middle-income developing economies",01,"Imports",435538.451,,,22.10839,,
2017,2102,"Total trade in services",2621,"High-income developing economies",02,"Exports",1111090.443,,,15.84272,,
2017,2102,"Total trade in services",2621,"High-income developing economies",01,"Imports",1416125.304,,,22.10696,,
2017,2102,"Total trade in services",2711,"BRICS",02,"Exports",520717.103,,,14.09064,,
2017,2102,"Total trade in services",2711,"BRICS",01,"Imports",802536.162,,,23.08025,,
2017,2102,"Total trade in services",3412,"European Union (2020 …)",02,"Exports",2020283.859,,,28.03516,,
2017,2102,"Total trade in services",3412,"European Union (2020 …)",01,"Imports",1848867.732,,,27.86623,,
2017,2102,"Total trade in services",3916,"G20 (Group of Twenty)",02,"Exports",3049007.011,,,22.40526,,
2017,2102,"Total trade in services",3916,"G20 (Group of Twenty)",01,"Imports",3028963.354,,,22.29186,,
2017,2102,"Total trade in services",3919,"G-77 (Group of 77)",02,"Exports",1243177.648,,,17.65455,,
2017,2102,"Total trade in services",3919,"G-77 (Group of 77)",01,"Imports",1664767.764,,,24.29279,,
2017,2102,"Total trade in services",3905,"OECD (Organisation for Economic Cooperation and Development)",02,"Exports",3970022.153,,,28.03024,,
2017,2102,"Total trade in services",3905,"OECD (Organisation for Economic Cooperation and Development)",01,"Imports",3428530.335,,,24.52601,,
2017,2106,"Total trade in goods and services",0000,"World",02,"Exports",22969083.418,,,100,,
2017,2106,"Total trade in goods and services",0000,"World",01,"Imports",22432088.811,,,100,,
2017,2106,"Total trade in goods and services",5100,"Africa",02,"Exports",532609.123,,,100,,
2017,2106,"Total trade in goods and services",5100,"Africa",01,"Imports",645780.293,,,100,,
2017,2106,"Total trade in goods and services",5110,"Northern Africa",02,"Exports",161664.215,,,100,,
2017,2106,"Total trade in goods and services",5110,"Northern Africa",01,"Imports",227318.243,,,100,,
2017,2106,"Total trade in goods and services",5120,"Sub-Saharan Africa",02,"Exports",370944.909,,,100,,
2017,2106,"Total trade in goods and services",5120,"Sub-Saharan Africa",01,"Imports",418462.05,,,100,,
2017,2106,"Total trade in goods and services",5121,"Eastern Africa",02,"Exports",70350.955,,,100,,
2017,2106,"Total trade in goods and services",5121,"Eastern Africa",01,"Imports",110275.524,,,100,,
2017,2106,"Total trade in goods and services",5122,"Middle Africa",02,"Exports",72725.275,,,100,,
2017,2106,"Total trade in goods and services",5122,"Middle Africa",01,"Imports",67888.898,,,100,,
2017,2106,"Total trade in goods and services",5123,"Southern Africa",02,"Exports",118216.403,,,100,,
2017,2106,"Total trade in goods and services",5123,"Southern Africa",01,"Imports",116509.426,,,100,,
2017,2106,"Total trade in goods and services",5124,"Western Africa",02,"Exports",109652.275,,,100,,
2017,2106,"Total trade in goods and services",5124,"Western Africa",01,"Imports",123788.201,,,100,,
2017,2106,"Total trade in goods and services",5200,"Americas",02,"Exports",4093056.164,,,100,,
2017,2106,"Total trade in goods and services",5200,"Americas",01,"Imports",4700738.784,,,100,,
2017,2106,"Total trade in goods and services",5210,"Northern America",02,"Exports",2915185.446,,,100,,
2017,2106,"Total trade in goods and services",5210,"Northern America",01,"Imports",3469186.132,,,100,,
2017,2106,"Total trade in goods and services",5220,"Latin America and the Caribbean",02,"Exports",1177870.718,,,100,,
2017,2106,"Total trade in goods and services",5220,"Latin America and the Caribbean",01,"Imports",1231552.652,,,100,,
2017,2106,"Total trade in goods and services",5221,"Caribbean",02,"Exports",67563.642,,,100,,
2017,2106,"Total trade in goods and services",5221,"Caribbean",01,"Imports",73840.445,,,100,,
2017,2106,"Total trade in goods and services",5222,"Central America",02,"Exports",522728.232,,,100,,
2017,2106,"Total trade in goods and services",5222,"Central America",01,"Imports",566987.601,,,100,,
2017,2106,"Total trade in goods and services",5223,"South America",02,"Exports",587578.844,,,100,,
2017,2106,"Total trade in goods and services",5223,"South America",01,"Imports",590724.606,,,100,,
2017,2106,"Total trade in goods and services",5300,"Asia",02,"Exports",8798417.428,,,100,,
2017,2106,"Total trade in goods and services",5300,"Asia",01,"Imports",8278531.447,,,100,,
2017,2106,"Total trade in goods and services",5310,"Central Asia",02,"Exports",79735.326,,,100,,
2017,2106,"Total trade in goods and services",5310,"Central Asia",01,"Imports",74346.2,,,100,,
2017,2106,"Total trade in goods and services",5330,"Eastern Asia",02,"Exports",5058194.734,,,100,,
2017,2106,"Total trade in goods and services",5330,"Eastern Asia",01,"Imports",4621088.514,,,100,,
2017,2106,"Total trade in goods and services",5350,"South-eastern Asia",02,"Exports",1659294.191,,,100,,
2017,2106,"Total trade in goods and services",5350,"South-eastern Asia",01,"Imports",1503854.694,,,100,,
2017,2106,"Total trade in goods and services",5320,"Southern Asia",02,"Exports",690445.486,,,100,,
2017,2106,"Total trade in goods and services",5320,"Southern Asia",01,"Imports",871547.453,,,100,,
2017,2106,"Total trade in goods and services",5340,"Western Asia",02,"Exports",1310747.691,,,100,,
2017,2106,"Total trade in goods and services",5340,"Western Asia",01,"Imports",1207694.586,,,100,,
2017,2106,"Total trade in goods and services",5400,"Europe",02,"Exports",9174797.459,,,100,,
2017,2106,"Total trade in goods and services",5400,"Europe",01,"Imports",8445304.005,,,100,,
2017,2106,"Total trade in goods and services",5410,"Eastern Europe",02,"Exports",1290438.328,,,100,,
2017,2106,"Total trade in goods and services",5410,"Eastern Europe",01,"Imports",1179345.177,,,100,,
2017,2106,"Total trade in goods and services",5420,"Northern Europe",02,"Exports",1988158.839,,,100,,
2017,2106,"Total trade in goods and services",5420,"Northern Europe",01,"Imports",1893284.363,,,100,,
2017,2106,"Total trade in goods and services",5430,"Southern Europe",02,"Exports",1358347.264,,,100,,
2017,2106,"Total trade in goods and services",5430,"Southern Europe",01,"Imports",1257654.399,,,100,,
2017,2106,"Total trade in goods and services",5440,"Western Europe",02,"Exports",4537853.028,,,100,,
2017,2106,"Total trade in goods and services",5440,"Western Europe",01,"Imports",4115020.066,,,100,,
2017,2106,"Total trade in goods and services",5500,"Oceania",02,"Exports",370203.244,,,100,,
2017,2106,"Total trade in goods and services",5500,"Oceania",01,"Imports",361734.283,,,100,,
2017,2106,"Total trade in goods and services",0001,"Individual economies",02,"Exports",,,"Not applicable",,,"Not applicable"
2017,2106,"Total trade in goods and services",0001,"Individual economies",01,"Imports",,,"Not applicable",,,"Not applicable"
2017,2106,"Total trade in goods and services",004,"Afghanistan",02,"Exports",1152.896,,,100,,
2017,2106,"Total trade in goods and services",004,"Afghanistan",01,"Imports",7956.456,,,100,,
2017,2106,"Total trade in goods and services",008,"Albania",02,"Exports",4142.206,,,100,,
2017,2106,"Total trade in goods and services",008,"Albania",01,"Imports",6122.431,,,100,,
2017,2106,"Total trade in goods and services",012,"Algeria",02,"Exports",37680.842,,,100,,
2017,2106,"Total trade in goods and services",012,"Algeria",01,"Imports",60058.034,,,100,,
2017,2106,"Total trade in goods and services",016,"American Samoa",02,"Exports",,,"Not publishable",,,"Not publishable"
2017,2106,"Total trade in goods and services",016,"American Samoa",01,"Imports",,,"Not publishable",,,"Not publishable"
2017,2106,"Total trade in goods and services",020,"Andorra",02,"Exports",,,"Not publishable",,,"Not publishable"
2017,2106,"Total trade in goods and services",020,"Andorra",01,"Imports",,,"Not publishable",,,"Not publishable"
2017,2106,"Total trade in goods and services",024,"Angola",02,"Exports",35598.035,,,100,,
2017,2106,"Total trade in goods and services",024,"Angola",01,"Imports",28256.537,,,100,,
2017,2106,"Total trade in goods and services",660,"Anguilla",02,"Exports",224.738,,,100,,
2017,2106,"Total trade in goods and services",660,"Anguilla",01,"Imports",237.838,,,100,,
2017,2106,"Total trade in goods and services",028,"Antigua and Barbuda",02,"Exports",988.694,,,100,,
2017,2106,"Total trade in goods and services",028,"Antigua and Barbuda",01,"Imports",970.767,,,100,,
2017,2106,"Total trade in goods and services",032,"Argentina",02,"Exports",71884.272,,,100,,
2017,2106,"Total trade in goods and services",032,"Argentina",01,"Imports",89310.578,,,100,,
2017,2106,"Total trade in goods and services",051,"Armenia",02,"Exports",4262.835,,,100,,
2017,2106,"Total trade in goods and services",051,"Armenia",01,"Imports",5586.89,,,100,,
2017,2106,"Total trade in goods and services",533,"Aruba",02,"Exports",2305.661,,,100,,
2017,2106,"Total trade in goods and services",533,"Aruba",01,"Imports",2038.114,,,100,,
2017,2106,"Total trade in goods and services",036,"Australia",02,"Exports",296310.9,,,100,,
2017,2106,"Total trade in goods and services",036,"Australia",01,"Imports",289437.9,,,100,,
2017,2106,"Total trade in goods and services",040,"Austria",02,"Exports",224988.151,,,100,,
2017,2106,"Total trade in goods and services",040,"Austria",01,"Imports",212314.632,,,100,,
2017,2106,"Total trade in goods and services",031,"Azerbaijan",02,"Exports",19840.498,,,100,,
2017,2106,"Total trade in goods and services",031,"Azerbaijan",01,"Imports",17105.068,,,100,,
2017,2106,"Total trade in goods and services",044,"Bahamas",02,"Exports",3762.686,,,100,,
2017,2106,"Total trade in goods and services",044,"Bahamas",01,"Imports",4921.466,,,100,,
2017,2106,"Total trade in goods and services",048,"Bahrain",02,"Exports",26727.66,,,100,,
2017,2106,"Total trade in goods and services",048,"Bahrain",01,"Imports",23872.075,,,100,,
2017,2106,"Total trade in goods and services",050,"Bangladesh",02,"Exports",39167.979,,,100,,
2017,2106,"Total trade in goods and services",050,"Bangladesh",01,"Imports",56764.923,,,100,,
2017,2106,"Total trade in goods and services",052,"Barbados",02,"Exports",2008.268,,,100,,
2017,2106,"Total trade in goods and services",052,"Barbados",01,"Imports",2212.869,,,100,,
2017,2106,"Total trade in goods and services",112,"Belarus",02,"Exports",36595.4,,,100,,
2017,2106,"Total trade in goods and services",112,"Belarus",01,"Imports",36495.3,,,100,,
2017,2106,"Total trade in goods and services",056,"Belgium",02,"Exports",417568.062,,,100,,
2017,2106,"Total trade in goods and services",056,"Belgium",01,"Imports",412346.726,,,100,,
2017,2106,"Total trade in goods and services",084,"Belize",02,"Exports",1030.843,,,100,,
2017,2106,"Total trade in goods and services",084,"Belize",01,"Imports",1087.887,,,100,,
2017,2106,"Total trade in goods and services",204,"Benin",02,"Exports",3291.658,,,100,,
2017,2106,"Total trade in goods and services",204,"Benin",01,"Imports",4017.845,,,100,,
2017,2106,"Total trade in goods and services",060,"Bermuda",02,"Exports",1395.211,,,100,,
2017,2106,"Total trade in goods and services",060,"Bermuda",01,"Imports",2044.358,,,100,,
2017,2106,"Total trade in goods and services",064,"Bhutan",02,"Exports",716.347,,,100,,
2017,2106,"Total trade in goods and services",064,"Bhutan",01,"Imports",1234.918,,,100,,
2017,2106,"Total trade in goods and services",068,"Bolivia (Plurinational State of)",02,"Exports",8516.935,,,100,,
2017,2106,"Total trade in goods and services",068,"Bolivia (Plurinational State of)",01,"Imports",11762.009,,,100,,
2017,2106,"Total trade in goods and services",535,"Bonaire, Sint Eustatius and Saba",02,"Exports",,,"Not publishable",,,"Not publishable"
2017,2106,"Total trade in goods and services",535,"Bonaire, Sint Eustatius and Saba",01,"Imports",,,"Not publishable",,,"Not publishable"
2017,2106,"Total trade in goods and services",070,"Bosnia and Herzegovina",02,"Exports",7427.112,,,100,,
2017,2106,"Total trade in goods and services",070,"Bosnia and Herzegovina",01,"Imports",10371.857,,,100,,
2017,2106,"Total trade in goods and services",072,"Botswana",02,"Exports",6868.862,,,100,,
2017,2106,"Total trade in goods and services",072,"Botswana",01,"Imports",6281.641,,,100,,
2017,2106,"Total trade in goods and services",076,"Brazil",02,"Exports",248354.941,,,100,,
2017,2106,"Total trade in goods and services",076,"Brazil",01,"Imports",235557.184,,,100,,
2017,2106,"Total trade in goods and services",092,"British Virgin Islands",02,"Exports",,,"Not publishable",,,"Not publishable"
2017,2106,"Total trade in goods and services",092,"British Virgin Islands",01,"Imports",,,"Not publishable",,,"Not publishable"
2017,2106,"Total trade in goods and services",096,"Brunei Darussalam",02,"Exports",6025.744,,,100,,
2017,2106,"Total trade in goods and services",096,"Brunei Darussalam",01,"Imports",4320.51,,,100,,
2017,2106,"Total trade in goods and services",100,"Bulgaria",02,"Exports",39734.696,,,100,,
2017,2106,"Total trade in goods and services",100,"Bulgaria",01,"Imports",37169.797,,,100,,
2017,2106,"Total trade in goods and services",854,"Burkina Faso",02,"Exports",3731.184,,,100,,
2017,2106,"Total trade in goods and services",854,"Burkina Faso",01,"Imports",4629.365,,,100,,
2017,2106,"Total trade in goods and services",108,"Burundi",02,"Exports",270.687,,,100,,
2017,2106,"Total trade in goods and services",108,"Burundi",01,"Imports",885.422,,,100,,
2017,2106,"Total trade in goods and services",132,"Cabo Verde",02,"Exports",795.489,,,100,,
2017,2106,"Total trade in goods and services",132,"Cabo Verde",01,"Imports",1179.58,,,100,,
2017,2106,"Total trade in goods and services",116,"Cambodia",02,"Exports",15831.867,,,100,,
2017,2106,"Total trade in goods and services",116,"Cambodia",01,"Imports",18055.418,,,100,,
2017,2106,"Total trade in goods and services",120,"Cameroon",02,"Exports",6548.6,,,100,,
2017,2106,"Total trade in goods and services",120,"Cameroon",01,"Imports",7271.201,,,100,,
