Period,Period Label,Economy,Economy Label,Annual average growth rate,Annual average growth rate Footnote,Annual average growth rate Missing value,Annual average growth rate per capita,Annual average growth rate per capita Footnote,Annual average growth rate per capita Missing value
19841985,"1985",1610,"LDCs (Least developed countries)",2.63419,,,-0.1732,,
19851986,"1986",1610,"LDCs (Least developed countries)",4.1837,,,1.45524,,
19841985,"1985",1614,"LDCs: Africa",2.48288,,,-0.33832,,
19851986,"1986",1614,"LDCs: Africa",4.81937,,,1.89076,,
19841985,"1985",1612,"LDCs: Asia",3.06967,,,0.20054,,
19851986,"1986",1612,"LDCs: Asia",3.36635,,,0.71966,,
19841985,"1985",1615,"LDCs: Islands and Haiti",0.89251,,,-1.18861,,
19851986,"1986",1615,"LDCs: Islands and Haiti",-0.4079,,,-2.48203,,
19841985,"1985",1620,"LLDCs (Landlocked developing countries)",2.39753,,,-0.28897,,
19851986,"1986",1620,"LLDCs (Landlocked developing countries)",3.16084,,,0.53101,,
19841985,"1985",1640,"SIDS (Small island developing States) (UN-OHRLLS)",0.99958,,,-0.43755,,
19851986,"1986",1640,"SIDS (Small island developing States) (UN-OHRLLS)",3.01169,,,1.57106,,
19841985,"1985",1641,"SIDS: Atlantic and Indian Ocean",5.913,,,4.09443,,
19851986,"1986",1641,"SIDS: Atlantic and Indian Ocean",5.53634,,,3.72065,,
19841985,"1985",1642,"SIDS: Caribbean",0.98729,,,-0.3784,,
19851986,"1986",1642,"SIDS: Caribbean",3.13062,,,1.75491,,
19841985,"1985",1643,"SIDS: Pacific",0.33897,,,-1.25687,,
19851986,"1986",1643,"SIDS: Pacific",2.3193,,,0.75259,,
19841985,"1985",2623,"Low-income developing economies",4.07167,,,1.19443,,
19851986,"1986",2623,"Low-income developing economies",4.04113,,,1.15591,,
19841985,"1985",2622,"Middle-income developing economies",2.44371,,,-0.04812,,
19851986,"1986",2622,"Middle-income developing economies",3.6096,,,1.14161,,
19841985,"1985",2621,"High-income developing economies",3.86514,,,2.03982,,
19851986,"1986",2621,"High-income developing economies",4.41251,,,2.5159,,
19841985,"1985",2711,"BRICS",5.61649,,,3.74689,,
19851986,"1986",2711,"BRICS",4.86199,,,2.95331,,
19841985,"1985",3412,"European Union (2020 …)",2.32468,,,2.07675,,
19851986,"1986",3412,"European Union (2020 …)",2.61272,,,2.34289,,
19841985,"1985",3916,"G20 (Group of Twenty)",3.9558,,,2.28752,,
19851986,"1986",3916,"G20 (Group of Twenty)",3.57923,,,1.88633,,
19841985,"1985",3919,"G-77 (Group of 77)",3.55375,,,1.29913,,
19851986,"1986",3919,"G-77 (Group of 77)",4.74509,,,2.45637,,
19841985,"1985",3905,"OECD (Organisation for Economic Cooperation and Development)",3.69787,,,2.86306,,
19851986,"1986",3905,"OECD (Organisation for Economic Cooperation and Development)",2.98768,,,2.15296,,
19861987,"1987",0000,"World",3.70877,,,1.82556,,
19861987,"1987",5100,"Africa",1.62343,,,-1.22976,,
19861987,"1987",5110,"Northern Africa",-0.31185,,,-2.75753,,
19861987,"1987",5120,"Sub-Saharan Africa",2.64017,,,-0.35192,,
19861987,"1987",5121,"Eastern Africa",5.04419,,,1.83726,,
19861987,"1987",5122,"Middle Africa",0.89816,,,-2.2143,,
19861987,"1987",5123,"Southern Africa",2.32284,,,-0.80149,,
19861987,"1987",5124,"Western Africa",2.71584,,,-0.03176,,
19861987,"1987",5200,"Americas",3.45437,,,1.84886,,
19861987,"1987",5210,"Northern America",3.51133,,,2.54825,,
19861987,"1987",5220,"Latin America and the Caribbean",3.24533,,,1.22253,,
19861987,"1987",5221,"Caribbean",2.52613,,,1.13364,,
19861987,"1987",5222,"Central America",2.04952,,,-0.10313,,
19861987,"1987",5223,"South America",3.77517,,,1.72964,,
19861987,"1987",5300,"Asia",6.06552,,,3.93801,,
19861987,"1987",5330,"Eastern Asia",6.95341,,,5.25597,,
19861987,"1987",5350,"South-eastern Asia",5.90058,,,3.70126,,
19861987,"1987",5320,"Southern Asia",3.00642,,,0.56395,,
19861987,"1987",5340,"Western Asia",4.34073,,,1.26483,,
19861987,"1987",5400,"Europe",2.78026,,,2.18946,,
19861987,"1987",5410,"Eastern Europe",2.14275,,,1.25375,,
19861987,"1987",5420,"Northern Europe",4.34014,,,4.08558,,
19861987,"1987",5430,"Southern Europe",3.51261,,,3.2378,,
19861987,"1987",5440,"Western Europe",1.87325,,,1.5242,,
19861987,"1987",5500,"Oceania",5.09466,,,3.48611,,
19861987,"1987",0001,"Individual economies",,,"Not applicable",,,"Not applicable"
19861987,"1987",004,"Afghanistan",-10.26469,,,-10.01051,,
19861987,"1987",008,"Albania",-0.78813,,,-2.71594,,
19861987,"1987",012,"Algeria",-0.7,,,-3.65704,,
19861987,"1987",020,"Andorra",5.54712,,,1.29671,,
19861987,"1987",024,"Angola",7.00038,,,3.34727,,
19861987,"1987",660,"Anguilla",10.63554,,,6.56143,,
19861987,"1987",028,"Antigua and Barbuda",8.70991,,,9.27092,,
19861987,"1987",032,"Argentina",2.53279,,,0.9607,,
19861987,"1987",051,"Armenia",,,"Not applicable",,,"Not applicable"
19861987,"1987",533,"Aruba",16.07843,,,16.46836,,
19861987,"1987",036,"Australia",5.75391,,,4.11705,,
19861987,"1987",040,"Austria",1.35717,,,1.29133,,
19861987,"1987",031,"Azerbaijan",,,"Not applicable",,,"Not applicable"
19861987,"1987",044,"Bahamas",2.98452,,,1.25497,,
19861987,"1987",048,"Bahrain",1.91304,,,-1.73496,,
19861987,"1987",050,"Bangladesh",4.18142,,,1.87492,,
19861987,"1987",052,"Barbados",2.56348,,,2.29998,,
19861987,"1987",112,"Belarus",,,"Not applicable",,,"Not applicable"
19861987,"1987",056,"Belgium",2.30666,,,2.18096,,
19861987,"1987",084,"Belize",16.99806,,,14.41416,,
19861987,"1987",204,"Benin",-1.49999,,,-4.42456,,
19861987,"1987",060,"Bermuda",3.9765,,,3.28166,,
19861987,"1987",064,"Bhutan",31.35543,,,27.41081,,
19861987,"1987",068,"Bolivia (Plurinational State of)",2.46348,,,0.3248,,
19861987,"1987",070,"Bosnia and Herzegovina",,,"Not applicable",,,"Not applicable"
19861987,"1987",072,"Botswana",8.22472,,,4.74856,,
19861987,"1987",076,"Brazil",3.53,,,1.49867,,
19861987,"1987",092,"British Virgin Islands",14.68376,,,10.90245,,
19861987,"1987",096,"Brunei Darussalam",0.30966,,,-2.84941,,
19861987,"1987",100,"Bulgaria",6.05451,,,5.90405,,
19861987,"1987",854,"Burkina Faso",-0.23787,,,-2.9305,,
19861987,"1987",108,"Burundi",4.09419,,,1.74617,,
19861987,"1987",132,"Cabo Verde",4.30851,,,2.85176,,
19861987,"1987",116,"Cambodia",21.53152,,,16.48571,,
19861987,"1987",120,"Cameroon",-5.60398,,,-8.42935,,
19861987,"1987",124,"Canada",4.07296,,,2.77939,,
19861987,"1987",136,"Cayman Islands",9.31034,,,5.16022,,
19861987,"1987",140,"Central African Republic",-4.93095,,,-6.1739,,
19861987,"1987",148,"Chad",3.65915,,,0.09019,,
19861987,"1987",152,"Chile",6.59427,,,4.91715,,
19861987,"1987",156,"China",11.65798,,,9.72433,,
19861987,"1987",344,"China, Hong Kong SAR",13.39853,,,12.67637,,
19861987,"1987",446,"China, Macao SAR",14.29387,,,9.95272,,
19861987,"1987",158,"China, Taiwan Province of",12.75083,,,11.56879,,
19861987,"1987",170,"Colombia",5.36893,,,3.22574,,
19861987,"1987",174,"Comoros",1.63799,,,-1.11593,,
19861987,"1987",178,"Congo",0.18938,,,-2.69548,,
19861987,"1987",184,"Cook Islands",-1.5087,,,-1.36612,,
19861987,"1987",188,"Costa Rica",4.76467,,,2.03091,,
19861987,"1987",384,"Cote d'Ivoire",-0.34678,,,-4.11709,,
19861987,"1987",191,"Croatia",,,"Not applicable",,,"Not applicable"
19861987,"1987",192,"Cuba",-2.40217,,,-3.26239,,
19861987,"1987",531,"Curacao",,,"Not applicable",,,"Not applicable"
19861987,"1987",196,"Cyprus",7.05829,,,,,"No value reported or collected"
19861987,"1987",203,"Czechia",,,"Not applicable",,,"Not applicable"
19861987,"1987",200,"Czechoslovakia",2.00742,,,1.84406,,
19861987,"1987",408,"Dem. People's Rep. of Korea",1.4,,,-0.07857,,
19861987,"1987",180,"Dem. Rep. of the Congo",2.67564,,,-0.51175,,
19861987,"1987",208,"Denmark",0.25427,,,0.12826,,
19861987,"1987",262,"Djibouti",0.49478,,,-5.71052,,
19861987,"1987",212,"Dominica",6.30687,,,6.88014,,
19861987,"1987",214,"Dominican Republic",10.11737,,,7.79926,,
19861987,"1987",218,"Ecuador",-0.2591,,,-2.63849,,
19861987,"1987",818,"Egypt",7.8608,,,4.91052,,
19861987,"1987",222,"El Salvador",2.68835,,,0.67848,,
19861987,"1987",226,"Equatorial Guinea",4.43674,,,0.03851,,
19861987,"1987",232,"Eritrea",,,"Not applicable",,,"Not applicable"
19861987,"1987",233,"Estonia",,,"Not applicable",,,"Not applicable"
19861987,"1987",748,"Eswatini",10.01556,,,5.82717,,
19861987,"1987",231,"Ethiopia",,,"Not applicable",,,"Not applicable"
19861987,"1987",230,"Ethiopia (...1991)",9.17748,,,5.56876,,
19861987,"1987",280,"Federal Republic of Germany",1.40215,,,1.22222,,
19861987,"1987",242,"Fiji",-6.45069,,,-7.85093,,
19861987,"1987",246,"Finland",3.57483,,,3.28079,,
19861987,"1987",250,"France",2.5619,,,2.02112,"France includes data for Guadeloupe, Martinique, Reunion, French Guiana and Mayotte. Since population figures refer to metropolitan France, the denominator and numerator are mismatched for GDP per capita.",
19861987,"1987",258,"French Polynesia",7.1,,,4.41195,,
19861987,"1987",266,"Gabon",-17.14606,,,-19.41295,,
19861987,"1987",270,"Gambia",3.07079,,,-1.03305,,
19861987,"1987",268,"Georgia",,,"Not applicable",,,"Not applicable"
19861987,"1987",276,"Germany",,,"Not applicable",,,"Not applicable"
19861987,"1987",288,"Ghana",4.7949,,,2.41951,,
19861987,"1987",300,"Greece",-2.25886,,,-2.7003,,
19861987,"1987",304,"Greenland",5.51587,,,4.49116,,
19861987,"1987",308,"Grenada",11.1498,,,10.31098,,
19861987,"1987",320,"Guatemala",3.54398,,,0.72755,,
19861987,"1987",324,"Guinea",3.29994,,,0.68198,,
19861987,"1987",624,"Guinea-Bissau",5.64154,,,3.96196,,
19861987,"1987",328,"Guyana",0.8994,,,1.42468,,
19861987,"1987",332,"Haiti",-0.74877,,,-2.73531,,
19861987,"1987",340,"Honduras",6.03139,,,3.06581,,
19861987,"1987",348,"Hungary",4.05123,,,4.40875,,
19861987,"1987",352,"Iceland",8.54594,,,7.36668,,
19861987,"1987",356,"India",3.96536,,,1.62095,,
19861987,"1987",360,"Indonesia",,,"Not applicable",,,"Not applicable"
19861987,"1987",960,"Indonesia (...2002)",4.92557,,,2.90969,,
19861987,"1987",364,"Iran (Islamic Republic of)",-0.17211,,,-3.68691,,
19861987,"1987",368,"Iraq",19.37796,,,16.14871,,
19861987,"1987",372,"Ireland",4.66309,,,4.70702,,
19861987,"1987",376,"Israel",7.13971,,,5.42274,,
19861987,"1987",380,"Italy",3.19196,,,3.16305,,
19861987,"1987",388,"Jamaica",7.72104,,,6.90322,,
19861987,"1987",392,"Japan",4.73067,,,4.23524,,
19861987,"1987",400,"Jordan",2.32327,,,-2.30153,,
19861987,"1987",398,"Kazakhstan",,,"Not applicable",,,"Not applicable"
19861987,"1987",404,"Kenya",5.923,,,2.25224,,
19861987,"1987",296,"Kiribati",-0.15933,,,-2.55609,,
19861987,"1987",412,"Kosovo",,,"Not applicable",,,"Not applicable"
19861987,"1987",414,"Kuwait",8.14615,,,3.907,,
19861987,"1987",417,"Kyrgyzstan",,,"Not applicable",,,"Not applicable"
19861987,"1987",418,"Lao People's Dem. Rep.",-1.42579,,,-4.18796,,
19861987,"1987",428,"Latvia",,,"Not applicable",,,"Not applicable"
19861987,"1987",422,"Lebanon",16.72903,,,13.7918,,
19861987,"1987",426,"Lesotho",5.09392,,,2.79559,,
19861987,"1987",430,"Liberia",1.79521,,,-1.14736,,
19861987,"1987",434,"Libya",-14.70205,,,-17.0223,,
19861987,"1987",438,"Liechtenstein",9.23077,,,7.75516,,
19861987,"1987",440,"Lithuania",,,"Not applicable",,,"Not applicable"
19861987,"1987",442,"Luxembourg",3.95097,,,3.28262,,
19861987,"1987",450,"Madagascar",1.17809,,,-1.66507,,
19861987,"1987",454,"Malawi",-0.99044,,,-5.60705,,
19861987,"1987",458,"Malaysia",5.39048,,,2.04736,,
19861987,"1987",462,"Maldives",8.86639,,,5.12495,,
19861987,"1987",466,"Mali",-2.35696,,,-4.04284,,
19861987,"1987",470,"Malta",4.11051,,,3.2374,,
19861987,"1987",584,"Marshall Islands",9.36382,,,5.23335,,
19861987,"1987",478,"Mauritania",2.31203,,,-0.59212,,
19861987,"1987",480,"Mauritius",10.16316,,,8.8251,,
19861987,"1987",484,"Mexico",1.85575,,,-0.16609,,
19861987,"1987",583,"Micronesia (Federated States of)",1.99089,,,-0.78138,,
19861987,"1987",492,"Monaco",2.5619,,,1.33238,,
19861987,"1987",496,"Mongolia",3.54194,,,0.88864,,
19861987,"1987",499,"Montenegro",,,"Not applicable",,,"Not applicable"
19861987,"1987",500,"Montserrat",3.62286,,,4.0889,,
19861987,"1987",504,"Morocco",-2.48487,,,-4.40345,,
19861987,"1987",508,"Mozambique",6.00841,,,5.57854,,
19861987,"1987",104,"Myanmar",-4.00563,,,-5.66585,,
19861987,"1987",516,"Namibia",3.55377,,,0.2901,,
19861987,"1987",520,"Nauru",-2.81675,,,-5.03286,,
19861987,"1987",524,"Nepal",1.69561,,,-0.4351,,
19861987,"1987",528,"Netherlands (Kingdom of the)",1.93125,,,1.24972,,
19861987,"1987",530,"Netherlands Antilles",1.2,,,0.33183,,
19861987,"1987",540,"New Caledonia",5.7,,,3.94397,,
19861987,"1987",554,"New Zealand",1.66044,,,1.10783,,
19861987,"1987",558,"Nicaragua",-0.70635,,,-2.9573,,
19861987,"1987",562,"Niger",-1.37793,,,-4.31709,,
19861987,"1987",566,"Nigeria",3.20013,,,0.48654,,
19861987,"1987",807,"North Macedonia",,,"Not applicable",,,"Not applicable"
19861987,"1987",578,"Norway",1.7535,,,1.27783,,
19861987,"1987",512,"Oman",-3.98922,,,-9.59106,,
19861987,"1987",582,"Pacific Islands, Trust Territory",,,"Not applicable",,,"Not applicable"
19861987,"1987",586,"Pakistan",6.45234,,,2.88409,,
19861987,"1987",585,"Palau",5.43651,,,3.15624,,
19861987,"1987",591,"Panama",3.02329,,,0.7567,,
19861987,"1987",590,"Panama, excluding Canal Zone",,,"Not applicable",,,"Not applicable"
19861987,"1987",598,"Papua New Guinea",2.77049,,,0.57082,,
19861987,"1987",600,"Paraguay",4.32759,,,1.42332,,
19861987,"1987",604,"Peru",9.72615,,,7.24614,,
19861987,"1987",608,"Philippines",4.36181,,,1.64782,,
19861987,"1987",616,"Poland",1.95786,,,1.38103,,
19861987,"1987",620,"Portugal",6.38139,,,6.28674,,
19861987,"1987",630,"Puerto Rico",4.90989,,,4.04901,,
19861987,"1987",634,"Qatar",0.04499,,,-3.62991,,
19861987,"1987",410,"Republic of Korea",12.72369,,,11.11606,,
19861987,"1987",498,"Republic of Moldova",,,"Not applicable",,,"Not applicable"
19861987,"1987",642,"Romania",0.8347,,,0.52062,,
19861987,"1987",643,"Russian Federation",,,"Not applicable",,,"Not applicable"
19861987,"1987",646,"Rwanda",0.13772,,,-3.09085,,
19861987,"1987",659,"Saint Kitts and Nevis",6.55035,,,7.24611,,
19861987,"1987",662,"Saint Lucia",2.71194,,,1.17928,,
19861987,"1987",670,"Saint Vincent and the Grenadines",0.43808,,,-0.21933,,
19861987,"1987",882,"Samoa",0.4831,,,0.1235,,
19861987,"1987",674,"San Marino",3.19196,,,2.96453,,
19861987,"1987",678,"Sao Tome and Principe",-2.93011,,,-5.28957,,
19861987,"1987",682,"Saudi Arabia",-6.6325,,,-11.76152,,
19861987,"1987",686,"Senegal",3.99488,,,1.00879,,
19861987,"1987",688,"Serbia",,,"Not applicable",,,"Not applicable"
19861987,"1987",891,"Serbia and Montenegro",,,"Not applicable",,,"Not applicable"
19861987,"1987",690,"Seychelles",4.37984,,,3.24735,,
19861987,"1987",694,"Sierra Leone",4.03503,,,1.28217,,
19861987,"1987",702,"Singapore",10.79793,,,9.32565,,
19861987,"1987",534,"Sint Maarten (Dutch part)",,,"Not applicable",,,"Not applicable"
19861987,"1987",703,"Slovakia",,,"Not applicable",,,"Not applicable"
19861987,"1987",705,"Slovenia",,,"Not applicable",,,"Not applicable"
19861987,"1987",090,"Solomon Islands",2.34883,,,-0.90146,,
19861987,"1987",706,"Somalia",10.08772,,,6.22668,,
19861987,"1987",710,"South Africa",2.10078,,,-1.03306,,
19861987,"1987",728,"South Sudan",,,"Not applicable",,,"Not applicable"
19861987,"1987",724,"Spain",5.54712,,,5.23116,,
19861987,"1987",144,"Sri Lanka",1.62164,,,0.43844,,
19861987,"1987",275,"State of Palestine",-2.63377,,,-7.17063,,
19861987,"1987",729,"Sudan",,,"Not applicable",,,"Not applicable"
19861987,"1987",736,"Sudan (...2011)",-0.33109,,,-2.10886,,
19861987,"1987",740,"Suriname",-7.33954,,,-8.40899,,
19861987,"1987",752,"Sweden",3.35384,,,3.00966,,
19861987,"1987",756,"Switzerland",1.58548,,,0.94883,,
19861987,"1987",760,"Syrian Arab Republic",1.90749,,,-1.54712,,
19861987,"1987",762,"Tajikistan",,,"Not applicable",,,"Not applicable"
19861987,"1987",835,"Tanganyika",4.93058,,,,,"No value reported or collected"
19861987,"1987",764,"Thailand",9.51895,,,7.63397,,
19861987,"1987",626,"Timor-Leste",,,"Not applicable",,,"Not applicable"
19861987,"1987",768,"Togo",-2.48397,,,-5.40494,,
19861987,"1987",776,"Tonga",2.98564,,,2.60249,,
19861987,"1987",780,"Trinidad and Tobago",-4.56002,,,-5.67642,,
19861987,"1987",788,"Tunisia",4.90729,,,2.3528,,
19861987,"1987",792,"Turkiye",9.48428,,,7.2759,,
19861987,"1987",795,"Turkmenistan",,,"Not applicable",,,"Not applicable"
19861987,"1987",796,"Turks and Caicos Islands",10.47944,,,6.00098,,
19861987,"1987",798,"Tuvalu",12.25688,,,10.1917,,
19861987,"1987",800,"Uganda",6.39766,,,3.1526,,
19861987,"1987",804,"Ukraine",,,"Not applicable",,,"Not applicable"
19861987,"1987",810,"Union of Soviet Socialist Republics",2.07695,,,0.99261,,
19861987,"1987",784,"United Arab Emirates",6.25853,,,-0.95438,,
19861987,"1987",826,"United Kingdom",5.39274,,,5.14429,,
19861987,"1987",834,"United Republic of Tanzania",4.93058,,,1.56212,,
19861987,"1987",840,"United States",3.45925,,,2.53147,,
19861987,"1987",841,"United States of America including Puerto Rico",3.46889,,,,,"No value reported or collected"
19861987,"1987",858,"Uruguay",7.93305,,,7.32963,,
19861987,"1987",860,"Uzbekistan",,,"Not applicable",,,"Not applicable"
19861987,"1987",548,"Vanuatu",0.42819,,,-2.10984,,
19861987,"1987",862,"Venezuela (Bolivarian Rep. of)",3.57988,,,0.92533,,
19861987,"1987",704,"Viet Nam",2.54888,,,0.48806,,
19861987,"1987",887,"Yemen",,,"Not applicable",,,"Not applicable"
19861987,"1987",886,"Yemen, Arab Republic",5.50323,,,,,"No value reported or collected"
19861987,"1987",720,"Yemen, Democratic",3.26652,,,-0.64772,,
19861987,"1987",890,"Yugoslavia, Soc. Fed. Rep. of",1.9,,,1.35258,,
19861987,"1987",894,"Zambia",2.75029,,,-0.17609,,
19861987,"1987",716,"Zimbabwe",1.11054,,,-2.17898,,
19861987,"1987",0002,"Special economies",,,"Not applicable",,,"Not applicable"
19861987,"1987",251,"France including French Guiana, Guadeloupe, Martinique, Mayotte, Monaco and Reunion",2.5619,,,1.97861,,
19861987,"1987",579,"Norway including Svalbard and Jan Mayen Islands",1.7535,,,1.27783,,
19861987,"1987",757,"Switzerland including Liechtenstein",1.63495,,,0.99489,,
19861987,"1987",926,"United Kingdom including Channel Islands and Isle of Man",5.39274,,,5.14106,,
19861987,"1987",842,"United States of America including Puerto Rico and United States Virgin Islands",3.46889,,,2.54232,,
19861987,"1987",5600,"Asia and Oceania",5.98034,,,3.85859,,
19861987,"1987",5702,"Northern America and Europe",3.1077,,,2.4199,,
19861987,"1987",5706,"Europe, Northern America, Australia and New Zealand",3.16312,,,2.4615,,
19861987,"1987",5703,"Central and Southern Asia",3.00642,,,0.56395,,
19861987,"1987",5704,"Eastern and South-Eastern Asia",6.83367,,,5.01243,,
19861987,"1987",5705,"Western Asia and Northern Africa",3.20467,,,0.41782,,
19861987,"1987",1400,"Developing economies",4.6643,,,2.37879,,
19861987,"1987",1410,"Developing economies: Africa",1.62343,,,-1.22976,,
19861987,"1987",1420,"Developing economies: Americas",3.24533,,,1.22253,,
19861987,"1987",1460,"Developing economies: Asia and Oceania",6.68506,,,4.46696,,
19861987,"1987",1430,"Developing economies: Asia",6.70962,,,4.49105,,
19861987,"1987",1450,"Developing economies: Oceania",2.68606,,,0.57809,,
19861987,"1987",1500,"Developed economies",3.46344,,,2.7507,,
19861987,"1987",1520,"Developed economies: Americas",3.51133,,,2.54825,,
19861987,"1987",1560,"Developed economies: Asia and Oceania",5.42439,,,4.57008,,
19861987,"1987",1530,"Developed economies: Asia",5.46987,,,4.68471,,
19861987,"1987",1550,"Developed economies: Oceania",5.17088,,,3.72064,,
19861987,"1987",1540,"Developed economies: Europe",2.78026,,,2.18946,,
19861987,"1987",1600,"Developing economies excluding China",3.70952,,,1.25382,,
19861987,"1987",1601,"Developing economies excluding LDCs",4.74213,,,2.5106,,
19861987,"1987",1610,"LDCs (Least developed countries)",2.82737,,,0.09891,,
19861987,"1987",1614,"LDCs: Africa",3.5217,,,0.59187,,
19861987,"1987",1612,"LDCs: Asia",1.75797,,,-0.9647,,
19861987,"1987",1615,"LDCs: Islands and Haiti",-0.40725,,,-2.49818,,
19861987,"1987",1620,"LLDCs (Landlocked developing countries)",1.86307,,,-0.89953,,
19861987,"1987",1640,"SIDS (Small island developing States) (UN-OHRLLS)",4.15471,,,2.65593,,
19861987,"1987",1641,"SIDS: Atlantic and Indian Ocean",6.06636,,,4.25353,,
19861987,"1987",1642,"SIDS: Caribbean",2.40927,,,1.06067,,
19861987,"1987",1643,"SIDS: Pacific",8.54256,,,6.57218,,
19861987,"1987",2623,"Low-income developing economies",2.97822,,,0.07413,,
19861987,"1987",2622,"Middle-income developing economies",4.05682,,,1.61706,,
19861987,"1987",2621,"High-income developing economies",5.01511,,,3.04715,,
19861987,"1987",2711,"BRICS",4.73622,,,2.78275,,
19861987,"1987",3412,"European Union (2020 …)",2.48487,,,2.20735,,
19861987,"1987",3916,"G20 (Group of Twenty)",3.98138,,,2.25104,,
19861987,"1987",3919,"G-77 (Group of 77)",4.40897,,,2.11101,,
19861987,"1987",3905,"OECD (Organisation for Economic Cooperation and Development)",3.59371,,,2.74925,,
19871988,"1988",0000,"World",4.52353,,,2.64853,,
19871988,"1988",5100,"Africa",4.69276,,,1.8082,,
19871988,"1988",5110,"Northern Africa",4.55954,,,2.15912,,
19871988,"1988",5120,"Sub-Saharan Africa",4.76073,,,1.72912,,
19871988,"1988",5121,"Eastern Africa",4.69959,,,1.56613,,
19871988,"1988",5122,"Middle Africa",2.68742,,,-0.48888,,
19871988,"1988",5123,"Southern Africa",4.33995,,,1.20723,,
19871988,"1988",5124,"Western Africa",6.26356,,,3.40667,,
19871988,"1988",5200,"Americas",3.49987,,,1.90157,,
19871988,"1988",5210,"Northern America",4.19561,,,3.20449,,
19871988,"1988",5220,"Latin America and the Caribbean",0.94032,,,-1.0069,,
19871988,"1988",5221,"Caribbean",4.39969,,,2.97493,,
19871988,"1988",5222,"Central America",1.09786,,,-1.01518,,
19871988,"1988",5223,"South America",0.53929,,,-1.40338,,
19871988,"1988",5300,"Asia",7.09263,,,4.98135,,
19871988,"1988",5330,"Eastern Asia",8.05493,,,6.36733,,
19871988,"1988",5350,"South-eastern Asia",7.75123,,,5.53644,,
19871988,"1988",5320,"Southern Asia",5.01476,,,2.56482,,
19871988,"1988",5340,"Western Asia",3.55591,,,0.61046,,
19871988,"1988",5400,"Europe",4.19666,,,3.5967,,
19871988,"1988",5410,"Eastern Europe",4.36718,,,3.51071,,
19871988,"1988",5420,"Northern Europe",4.39108,,,4.13195,,
19871988,"1988",5430,"Southern Europe",4.21071,,,3.9584,,
19871988,"1988",5440,"Western Europe",4.019,,,3.52988,,
19871988,"1988",5500,"Oceania",3.71381,,,2.08296,,
19871988,"1988",0001,"Individual economies",,,"Not applicable",,,"Not applicable"
19871988,"1988",004,"Afghanistan",-8.27338,,,-9.35182,,
19871988,"1988",008,"Albania",-1.42062,,,-3.38676,,
19871988,"1988",012,"Algeria",-1.00001,,,-3.73441,,
19871988,"1988",020,"Andorra",5.09432,,,1.34491,,
19871988,"1988",024,"Angola",5.57288,,,2.04027,,
19871988,"1988",660,"Anguilla",15.56006,,,11.2982,,
19871988,"1988",028,"Antigua and Barbuda",7.57637,,,8.12251,,
19871988,"1988",032,"Argentina",-1.95274,,,-3.46067,,
19871988,"1988",051,"Armenia",,,"Not applicable",,,"Not applicable"
19871988,"1988",533,"Aruba",18.64865,,,19.03349,,
19871988,"1988",036,"Australia",3.87865,,,2.177,,
19871988,"1988",040,"Austria",3.29588,,,3.14572,,
19871988,"1988",031,"Azerbaijan",,,"Not applicable",,,"Not applicable"
19871988,"1988",044,"Bahamas",2.30971,,,0.57682,,
19871988,"1988",048,"Bahrain",9.01999,,,5.14126,,
19871988,"1988",050,"Bangladesh",2.89094,,,0.72526,,
19871988,"1988",052,"Barbados",3.45437,,,3.26012,,
19871988,"1988",112,"Belarus",,,"Not applicable",,,"Not applicable"
19871988,"1988",056,"Belgium",4.72321,,,4.53927,,
19871988,"1988",084,"Belize",14.84947,,,12.33062,,
19871988,"1988",204,"Benin",3.03444,,,-0.05316,,
19871988,"1988",060,"Bermuda",1.32028,,,0.54473,,
19871988,"1988",064,"Bhutan",6.06956,,,2.94091,,
19871988,"1988",068,"Bolivia (Plurinational State of)",2.9095,,,0.7514,,
19871988,"1988",070,"Bosnia and Herzegovina",,,"Not applicable",,,"Not applicable"
19871988,"1988",072,"Botswana",12.22315,,,8.92506,,
19871988,"1988",076,"Brazil",-0.06,,,-1.95102,,
19871988,"1988",092,"British Virgin Islands",11.26639,,,7.58278,,
19871988,"1988",096,"Brunei Darussalam",-0.36229,,,-3.2793,,
19871988,"1988",100,"Bulgaria",10.94469,,,10.82726,,
19871988,"1988",854,"Burkina Faso",5.79876,,,2.99377,,
19871988,"1988",108,"Burundi",4.89247,,,2.59455,,
19871988,"1988",132,"Cabo Verde",5.99687,,,4.52626,,
19871988,"1988",116,"Cambodia",16.19306,,,11.85981,,
19871988,"1988",120,"Cameroon",-3.77358,,,-6.60337,,
19871988,"1988",124,"Canada",4.41011,,,2.90947,,
19871988,"1988",136,"Cayman Islands",14.19558,,,10.00938,,
19871988,"1988",140,"Central African Republic",2.08427,,,0.39877,,
19871988,"1988",148,"Chad",7.63917,,,4.05554,,
19871988,"1988",152,"Chile",7.31128,,,5.58371,,
19871988,"1988",156,"China",11.22191,,,9.3244,,
19871988,"1988",344,"China, Hong Kong SAR",8.51159,,,7.95029,,
19871988,"1988",446,"China, Macao SAR",7.81083,,,3.75933,,
19871988,"1988",158,"China, Taiwan Province of",8.02382,,,6.91372,,
19871988,"1988",170,"Colombia",4.06417,,,1.95465,,
19871988,"1988",174,"Comoros",2.68752,,,-0.05155,,
19871988,"1988",178,"Congo",-0.07592,,,-2.92918,,
19871988,"1988",184,"Cook Islands",1.80195,,,0.73853,,
19871988,"1988",188,"Costa Rica",3.43871,,,0.81088,,
